OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount,Sales,Profit,CustomerName,Gender,Age,City,State,JoinDate,ProductName,Category,SubCategory,CostPrice,SellingPrice,Month
15864,2024-11-08,1717,224,2,20,538.16,160.7,Vedika Kanda,Male,47,Ranchi,Jharkhand,2025-05-10,Football 224,Sports,Football,256,336.35,2024-11
15865,2025-04-24,3525,357,3,20,15113.42,7464.78,Dhriti Gara,Male,64,Bhavnagar,Rajasthan,2023-12-30,Shirt 357,Clothing,Shirt,3809,6297.26,2025-04
15866,2025-01-08,3857,188,3,15,6185.94,3629.58,Jeremiah Anand,Female,56,Rajahmundry,Nagaland,2022-12-20,Shirt 188,Clothing,Shirt,1216,2425.86,2025-01
15867,2025-05-03,5112,296,1,20,787.03,343.79,Laksh Bedi,Male,38,Anantapur,Assam,2026-06-08,Shirt 296,Clothing,Shirt,640,983.79,2025-05
15868,2025-03-27,5598,226,3,15,1143.22,462.96,Aarnav Dewan,Male,38,Jodhpur,Maharashtra,2021-12-04,Jeans 226,Clothing,Jeans,294,448.32,2025-03
15869,2025-04-02,1367,252,4,0,23766.2,6954.2,Hardik Bava,Female,42,Ratlam,Tripura,2024-11-11,Shoes 252,Clothing,Shoes,4203,5941.55,2025-04
15870,2025-10-21,5240,172,4,10,5173.88,2340.76,Bhanumati Shere,Female,67,Hapur,Himachal Pradesh,2023-02-08,Jacket 172,Clothing,Jacket,852,1437.19,2025-10
15871,2025-10-31,8547,295,4,10,14788.69,6899.88,Pooja Soman,Female,59,Raebareli,Jharkhand,2024-01-08,Fan 295,Home,Fan,2383,4107.97,2025-10
15872,2026-02-02,3862,79,2,10,6897.71,3714.12,Bina Suresh,Female,68,Faridabad,Kerala,2025-08-29,Lamp 79,Home,Lamp,1975,3832.06,2026-02
15873,2025-04-26,6425,301,4,5,11934.01,4178.12,Qushi Ramachandran,Male,25,Jhansi,Maharashtra,2024-01-30,Shirt 301,Clothing,Shirt,2096,3140.53,2025-04
15874,2024-12-19,1751,415,5,0,23317.05,6462.05,Leela Narayanan,Female,34,Tadepalligudem,Sikkim,2025-07-29,Tablet 415,Electronics,Tablet,3371,4663.41,2024-12
15875,2025-10-27,5330,472,5,20,5780.2,1440.25,Shravya Kakar,Female,63,Rampur,Uttar Pradesh,2024-01-21,Headphones 472,Electronics,Headphones,1157,1445.05,2025-10
15876,2025-07-03,6889,1,5,20,5068.8,2191.0,Tanish Hari,Female,18,Rajpur Sonarpur,Andhra Pradesh,2023-10-17,Shirt 1,Clothing,Shirt,829,1267.2,2025-07
15877,2024-12-07,3225,361,2,15,2330.56,571.84,Harini Kapoor,Female,29,Bettiah,Goa,2022-07-25,Jeans 361,Clothing,Jeans,1085,1370.92,2024-12
15878,2024-07-28,3313,129,2,0,16020.68,6700.68,Meghana Sekhon,Male,51,Berhampur,Bihar,2025-08-24,Jeans 129,Clothing,Jeans,4660,8010.34,2024-07
15879,2026-03-09,9816,77,4,5,19707.94,6625.2,Fiyaz Saraf,Male,25,Uluberia,Uttarakhand,2024-09-07,Jeans 77,Clothing,Jeans,3530,5186.3,2026-03
15880,2026-06-06,320,417,3,20,1672.7,686.88,Pranav Yogi,Male,23,Dehri,Chhattisgarh,2023-06-11,Fan 417,Home,Fan,468,696.96,2026-06
15881,2026-01-19,2213,129,1,0,8010.34,3350.34,Samarth Baral,Female,63,Hyderabad,Bihar,2024-06-02,Jeans 129,Clothing,Jeans,4660,8010.34,2026-01
15882,2026-02-22,5691,75,1,15,1387.53,461.39,Dayamai Bhattacharyya,Male,40,Bihar Sharif,Andhra Pradesh,2021-11-06,Headphones 75,Electronics,Headphones,1171,1632.39,2026-02
15883,2026-01-13,3398,277,1,0,1553.74,709.74,Ishwar Soni,Female,34,Khora ,Chhattisgarh,2025-01-20,Football 277,Sports,Football,844,1553.74,2026-01
15884,2025-03-29,1106,338,5,20,28608.92,16141.15,Chaitaly Ramanathan,Female,61,Thoothukudi,Andhra Pradesh,2022-06-03,Lamp 338,Home,Lamp,3924,7152.23,2025-03
15885,2026-04-14,7286,123,2,5,15337.29,7116.52,Watika Sankar,Female,28,Bhubaneswar,Bihar,2024-03-02,Helmet 123,Sports,Helmet,4514,8072.26,2026-04
15886,2025-06-06,4665,405,4,0,11174.84,4922.84,Laban Deo,Female,26,Ghaziabad,Uttar Pradesh,2025-07-04,Jeans 405,Clothing,Jeans,1563,2793.71,2025-06
15887,2024-08-01,5608,338,2,10,12874.01,6456.46,Victor Balakrishnan,Male,19,Satara,Meghalaya,2025-08-12,Lamp 338,Home,Lamp,3924,7152.23,2024-08
15888,2024-07-22,9127,486,5,20,20052.6,9800.75,Frederick Agarwal,Female,33,Visakhapatnam,Assam,2024-02-20,Tablet 486,Electronics,Tablet,3053,5013.15,2024-07
15889,2025-11-25,9950,359,4,15,26116.45,12825.24,Yachana Sura,Female,43,Dibrugarh,Tripura,2022-04-20,Laptop 359,Electronics,Laptop,4475,7681.31,2025-11
15890,2025-06-09,3834,315,1,5,8453.25,4234.16,Bhavika Kumer,Male,43,Ghaziabad,Jharkhand,2022-01-26,Fan 315,Home,Fan,4664,8898.16,2025-06
15891,2026-01-21,1690,387,4,20,7313.44,3801.8,Bimala Sood,Male,67,South Dumdum,Telangana,2025-11-18,Jeans 387,Clothing,Jeans,1335,2285.45,2026-01
15892,2026-02-24,7301,399,2,20,13515.38,7944.22,Yatin Nadkarni,Male,25,Durgapur,Bihar,2025-08-31,Helmet 399,Sports,Helmet,4475,8447.11,2026-02
15893,2025-03-05,1675,484,5,20,776.12,380.15,Siddharth Munshi,Male,37,Thrissur,Madhya Pradesh,2026-07-04,Fan 484,Home,Fan,118,194.03,2025-03
15894,2026-05-11,6058,330,5,10,10074.33,4653.7,Nilima Sagar,Male,45,South Dumdum,Assam,2022-08-23,Headphones 330,Electronics,Headphones,1308,2238.74,2026-05
15895,2024-11-05,611,235,2,10,11832.77,5691.52,Zayan Bobal,Female,62,Rampur,Maharashtra,2024-11-06,Football 235,Sports,Football,3728,6573.76,2024-11
15896,2024-07-21,3750,43,5,0,20546.6,7676.6,Suhani Mani,Female,35,Jamalpur,Arunachal Pradesh,2023-01-15,Lamp 43,Home,Lamp,2574,4109.32,2024-07
15897,2025-11-02,8995,182,4,5,18660.51,5810.64,Shivani Krishnamurthy,Male,52,Asansol,Tripura,2023-02-25,Jacket 182,Clothing,Jacket,3458,4910.66,2025-11
15898,2024-12-01,4525,202,5,20,28772.64,16125.8,Agastya Kadakia,Female,25,Hyderabad,Manipur,2022-09-11,Lamp 202,Home,Lamp,3968,7193.16,2024-12
15899,2026-05-13,7133,363,4,10,20480.69,10472.32,Priya Anand,Male,52,Raichur,Andhra Pradesh,2026-01-09,Jeans 363,Clothing,Jeans,3071,5689.08,2026-05
15900,2024-11-07,9011,418,5,15,12651.27,7248.85,Bishakha Doctor,Female,25,Guntur,Uttarakhand,2025-01-25,Chair 418,Home,Chair,1527,2976.77,2024-11
15901,2026-05-09,996,48,3,10,20182.8,8691.33,Hredhaan Golla,Male,28,Nadiad,Maharashtra,2023-05-16,Chair 48,Home,Chair,4578,7475.11,2026-05
15902,2025-04-27,2489,456,2,15,376.82,113.32,Zilmil Saini,Male,56,Chapra,Nagaland,2024-06-10,Fan 456,Home,Fan,165,221.66,2025-04
15903,2025-10-04,649,318,3,10,20740.21,8728.68,Mason Char,Male,55,Fatehpur,Punjab,2021-11-18,Shirt 318,Clothing,Shirt,4772,7681.56,2025-10
15904,2025-08-05,7793,234,2,0,10518.3,3142.3,Urishilla Mammen,Female,47,Etawah,Arunachal Pradesh,2023-05-28,Chair 234,Home,Chair,3688,5259.15,2025-08
15905,2026-04-09,769,369,3,5,5593.52,2344.92,Vasudha Dhaliwal,Male,56,Gandhinagar,Odisha,2026-01-11,Gloves 369,Sports,Gloves,1181,1962.64,2026-04
15906,2025-01-27,6800,399,5,20,33788.44,19860.55,Lipika Ram,Female,20,Gopalpur,Tripura,2026-03-12,Helmet 399,Sports,Helmet,4475,8447.11,2025-01
15907,2025-11-12,9763,27,5,20,1745.88,637.35,Dayamai Anne,Female,63,Alwar,Chhattisgarh,2026-06-02,Fan 27,Home,Fan,309,436.47,2025-11
15908,2026-04-14,7081,140,2,10,4452.16,1644.84,Dhriti Ratti,Female,37,Karawal Nagar,Arunachal Pradesh,2023-08-30,Tablet 140,Electronics,Tablet,1651,2473.42,2026-04
15909,2025-06-07,4032,432,5,5,4473.12,1173.55,Aarna Chaudhari,Female,38,Miryalaguda,Himachal Pradesh,2024-04-04,Cricket Bat 432,Sports,Cricket Bat,707,941.71,2025-06
15910,2025-07-15,522,53,5,15,15797.34,7230.1,Kashish Suresh,Male,49,Belgaum,West Bengal,2025-08-02,Gloves 53,Sports,Gloves,2271,3717.02,2025-07
15911,2026-04-04,8013,212,4,0,19867.64,9651.64,Rehaan Ram,Male,38,Chandigarh,Arunachal Pradesh,2024-06-14,Jacket 212,Clothing,Jacket,2554,4966.91,2026-04
15912,2024-08-25,2683,448,5,10,11872.84,4447.05,George Pradhan,Male,24,Deoghar,Uttar Pradesh,2025-12-12,Headphones 448,Electronics,Headphones,1749,2638.41,2024-08
15913,2025-07-01,4134,374,1,0,7514.29,3162.29,Harsh Ghose,Male,36,Kottayam,Karnataka,2022-11-12,Lamp 374,Home,Lamp,4352,7514.29,2025-07
15914,2026-04-04,6066,114,1,20,2319.1,919.88,Gayathri Sachdev,Male,36,Silchar,Meghalaya,2025-08-21,Jacket 114,Clothing,Jacket,1979,2898.88,2026-04
15915,2026-06-14,1765,77,4,0,20745.2,6625.2,Peter Deep,Female,47,Gurgaon,Uttarakhand,2022-07-26,Jeans 77,Clothing,Jeans,3530,5186.3,2026-06
15916,2026-05-17,7285,100,4,15,11010.7,4257.76,Kai Dara,Male,30,Ulhasnagar,Odisha,2023-09-22,Jacket 100,Clothing,Jacket,2174,3238.44,2026-05
15917,2026-06-25,2927,27,4,5,1658.59,509.88,Jeremiah Barad,Female,45,Hyderabad,Arunachal Pradesh,2024-02-12,Fan 27,Home,Fan,309,436.47,2026-06
15918,2024-09-25,8138,65,3,10,542.08,116.31,Wishi Shenoy,Female,41,Gwalior,Uttar Pradesh,2023-06-11,Gloves 65,Sports,Gloves,162,200.77,2024-09
15919,2024-08-22,7443,477,1,20,452.16,160.2,Upasna Brar,Male,35,Panchkula,Tamil Nadu,2023-10-04,Jeans 477,Clothing,Jeans,405,565.2,2024-08
15920,2025-05-18,9528,489,4,15,8678.98,3106.56,Aarush Sen,Female,23,Kharagpur,Kerala,2026-02-07,Chair 489,Home,Chair,1776,2552.64,2025-05
15921,2026-01-19,4260,187,1,15,3383.08,1736.1,Yachana Ramakrishnan,Male,36,Varanasi,Haryana,2022-12-04,Jeans 187,Clothing,Jeans,2244,3980.1,2026-01
15922,2026-04-07,1062,222,2,5,3388.67,1701.02,Omya Gole,Male,26,Ulhasnagar,Andhra Pradesh,2024-01-07,Chair 222,Home,Chair,933,1783.51,2026-04
15923,2024-08-06,9681,80,3,5,7583.45,3746.58,Indali Murty,Male,41,Moradabad,Haryana,2023-05-06,Headphones 80,Electronics,Headphones,1412,2660.86,2024-08
15924,2026-07-17,7128,347,3,10,11316.21,4746.57,Logan Raj,Male,26,Howrah,Sikkim,2026-05-01,Tablet 347,Electronics,Tablet,2609,4191.19,2026-07
15925,2024-10-05,5449,355,4,10,9764.6,5293.56,Ira Bansal,Male,22,Tumkur,Gujarat,2022-09-01,Jeans 355,Clothing,Jeans,1389,2712.39,2024-10
15926,2026-02-17,7275,209,5,0,10294.85,3594.85,Fitan Dube,Female,63,Arrah,Nagaland,2026-04-09,Jacket 209,Clothing,Jacket,1340,2058.97,2026-02
15927,2026-02-27,1817,84,1,0,4028.37,732.37,Lavanya Vala,Female,21,Naihati,Rajasthan,2024-02-13,Chair 84,Home,Chair,3296,4028.37,2026-02
15928,2024-09-24,5861,215,3,10,11131.61,3938.46,Tamanna Saha,Female,54,Amravati,Mizoram,2024-04-11,Shirt 215,Clothing,Shirt,2810,4122.82,2024-09
15929,2026-01-17,5668,480,2,0,850.92,202.92,Odika Chaudhari,Female,47,Bihar Sharif,Andhra Pradesh,2025-09-11,Shirt 480,Clothing,Shirt,324,425.46,2026-01
15930,2025-01-16,4130,11,4,10,13072.93,5625.48,Tanveer Yogi,Male,44,Jalandhar,Odisha,2023-06-04,Laptop 11,Electronics,Laptop,2225,3631.37,2025-01
15931,2025-11-22,3264,322,5,5,15241.99,6344.2,Krishna Jhaveri,Male,46,Morena,Assam,2023-04-22,Table 322,Home,Table,1940,3208.84,2025-11
15932,2026-04-10,8697,235,2,15,11175.39,5691.52,Qabil Buch,Female,39,Eluru,Karnataka,2021-09-18,Football 235,Sports,Football,3728,6573.76,2026-04
15933,2024-07-23,159,244,3,20,13067.23,7757.04,Baljiwan Modi,Female,34,Bhiwandi,Bihar,2023-07-19,Phone 244,Electronics,Phone,2859,5444.68,2024-07
15934,2025-01-09,3517,117,3,20,12687.67,5116.59,Aditya Subramanian,Male,45,Pondicherry,West Bengal,2022-04-07,Chair 117,Home,Chair,3581,5286.53,2025-01
15935,2024-11-02,2886,147,2,5,8858.03,4554.24,Veer Mody,Female,23,Kishanganj,Karnataka,2022-10-24,Tablet 147,Electronics,Tablet,2385,4662.12,2024-11
15936,2024-11-22,9152,154,3,20,11679.41,2764.26,Yashasvi Borah,Male,21,Agra,Maharashtra,2026-03-29,Helmet 154,Sports,Helmet,3945,4866.42,2024-11
15937,2024-12-30,2122,127,2,20,7067.7,2460.62,Nandini Bhatia,Female,60,Tenali,Tamil Nadu,2022-11-13,Jacket 127,Clothing,Jacket,3187,4417.31,2024-12
15938,2025-12-19,9662,7,1,15,3585.61,1627.36,Gauri Korpal,Male,31,Chennai,Karnataka,2026-04-14,Helmet 7,Sports,Helmet,2591,4218.36,2025-12
15939,2024-11-20,1025,19,4,5,5693.81,1733.48,Bhavna Lanka,Female,43,Bihar Sharif,Odisha,2024-12-20,Table 19,Home,Table,1065,1498.37,2024-11
15940,2025-01-29,7976,269,1,0,5114.41,2278.41,Garima Bava,Male,27,Madhyamgram,Haryana,2024-08-01,Fan 269,Home,Fan,2836,5114.41,2025-01
15941,2025-04-21,8938,221,5,20,2857.72,1332.15,Oliver Tripathi,Male,49,Vadodara,Himachal Pradesh,2022-05-13,Chair 221,Home,Chair,448,714.43,2025-04
15942,2026-01-22,3978,279,2,20,3025.01,825.26,Wriddhish Samra,Male,54,Varanasi,Assam,2023-08-15,Shoes 279,Clothing,Shoes,1478,1890.63,2026-01
15943,2025-03-13,5629,394,3,5,5622.54,2651.46,Ekaja Singhal,Female,28,Korba,Uttarakhand,2026-03-04,Gloves 394,Sports,Gloves,1089,1972.82,2025-03
15944,2025-01-09,4540,322,3,15,8182.54,3806.52,Wahab Palla,Female,44,Howrah,Tamil Nadu,2024-02-25,Table 322,Home,Table,1940,3208.84,2025-01
15945,2024-12-21,1275,69,5,10,28714.23,11029.7,Parth Nadkarni,Male,46,Jabalpur,Karnataka,2021-09-12,Gloves 69,Sports,Gloves,4175,6380.94,2024-12
15946,2026-01-05,908,415,2,20,7461.46,2584.82,Oscar Nayak,Female,37,Jamshedpur,Himachal Pradesh,2022-10-01,Tablet 415,Electronics,Tablet,3371,4663.41,2026-01
15947,2025-08-07,4307,387,1,10,2056.9,950.45,Xavier Subramaniam,Male,26,Patna,Uttar Pradesh,2024-10-20,Jeans 387,Clothing,Jeans,1335,2285.45,2025-08
15948,2026-01-30,9055,450,5,15,1867.07,756.55,Hitesh Buch,Male,31,Jehanabad,Uttar Pradesh,2024-12-22,Chair 450,Home,Chair,288,439.31,2026-01
15949,2026-06-28,107,129,5,0,40051.7,16751.7,Ishaan Bhattacharyya,Male,63,Pallavaram,Assam,2026-06-16,Jeans 129,Clothing,Jeans,4660,8010.34,2026-06
15950,2025-02-06,9297,102,1,20,3585.05,1879.31,Nikita Batta,Male,57,Bongaigaon,Uttarakhand,2025-03-15,Helmet 102,Sports,Helmet,2602,4481.31,2025-02
15951,2025-03-24,7559,113,2,5,13904.79,5502.62,Robert Pal,Female,45,Kollam,Gujarat,2025-08-08,Jacket 113,Clothing,Jacket,4567,7318.31,2025-03
15952,2024-12-28,3148,168,1,20,4616.98,1895.23,Maanas Oommen,Female,54,Kakinada,Odisha,2023-11-05,Shirt 168,Clothing,Shirt,3876,5771.23,2024-12
15953,2026-04-16,5385,27,5,15,1855.0,637.35,Oni Vaidya,Male,48,Katihar,Karnataka,2025-05-07,Fan 27,Home,Fan,309,436.47,2026-04
15954,2025-06-18,2301,97,2,10,9942.48,2127.2,Urvi Sahni,Female,49,Narasaraopet,Odisha,2023-07-07,Fan 97,Home,Fan,4460,5523.6,2025-06
15955,2026-01-16,4479,14,3,20,18194.26,7805.82,Harsh Minhas,Male,55,Karimnagar,Meghalaya,2021-08-04,Tablet 14,Electronics,Tablet,4979,7580.94,2026-01
15956,2026-05-08,4004,484,5,20,776.12,380.15,Dhriti Purohit,Female,69,Guntakal,Mizoram,2025-08-28,Fan 484,Home,Fan,118,194.03,2026-05
15957,2025-04-06,8914,121,2,5,11298.29,2642.94,Charita Chanda,Male,60,Orai,Karnataka,2026-03-21,Shoes 121,Clothing,Shoes,4625,5946.47,2025-04
15958,2025-05-25,3442,229,5,15,10488.58,4379.5,Eesha Kar,Female,65,Jammu,Meghalaya,2024-03-26,Phone 229,Electronics,Phone,1592,2467.9,2025-05
15959,2024-08-18,3351,343,2,10,11437.51,6174.34,Ikshita Majumdar,Female,33,Bhiwandi,Telangana,2023-03-22,Fan 343,Home,Fan,3267,6354.17,2024-08
15960,2026-03-26,8592,31,3,20,17860.42,8690.52,Lakshit Mitter,Female,19,Mumbai,Chhattisgarh,2025-05-20,Helmet 31,Sports,Helmet,4545,7441.84,2026-03
15961,2024-11-03,2648,314,5,20,1370.36,642.95,Niharika Maharaj,Male,21,Mumbai,Mizoram,2026-06-06,Gloves 314,Sports,Gloves,214,342.59,2024-11
15962,2025-05-19,9868,354,3,20,9369.34,4904.67,Meghana Krish,Male,28,Aurangabad,Tripura,2024-05-20,Chair 354,Home,Chair,2269,3903.89,2025-05
15963,2025-07-24,8254,35,3,20,10462.01,2337.51,Ati Sane,Female,60,Serampore,Mizoram,2023-05-15,Football 35,Sports,Football,3580,4359.17,2025-07
15964,2026-01-18,8786,7,3,20,10124.06,4882.08,Sudiksha Sankar,Female,23,Dewas,Uttar Pradesh,2024-11-07,Helmet 7,Sports,Helmet,2591,4218.36,2026-01
15965,2025-03-19,5477,35,3,10,11769.76,2337.51,Raghav Zachariah,Male,24,Bellary,Arunachal Pradesh,2021-09-02,Football 35,Sports,Football,3580,4359.17,2025-03
15966,2026-06-05,6727,250,3,15,17621.6,6997.29,Tanvi Kalla,Female,59,Panihati,Assam,2023-10-11,Laptop 250,Electronics,Laptop,4578,6910.43,2026-06
15967,2024-10-05,4932,69,2,15,10847.6,4411.88,Yadavi Chopra,Female,47,Kalyan-Dombivli,Uttar Pradesh,2026-05-16,Gloves 69,Sports,Gloves,4175,6380.94,2024-10
15968,2026-05-14,3259,27,1,15,371.0,127.47,Amol Grewal,Male,23,Sagar,Uttarakhand,2022-03-03,Fan 27,Home,Fan,309,436.47,2026-05
15969,2024-11-30,3927,201,3,15,9728.53,2676.33,Tarak Saraf,Male,57,Dewas,Mizoram,2024-03-19,Shoes 201,Clothing,Shoes,2923,3815.11,2024-11
15970,2024-09-20,626,143,5,15,24478.64,8533.4,Turvi Sehgal,Female,46,Farrukhabad,Meghalaya,2026-03-29,Laptop 143,Electronics,Laptop,4053,5759.68,2024-09
15971,2026-05-10,982,151,2,20,7226.3,2756.88,Vedhika Sabharwal,Male,22,Ujjain,Bihar,2023-05-27,Headphones 151,Electronics,Headphones,3138,4516.44,2026-05
15972,2025-05-23,735,496,3,20,21576.29,12687.36,Barkha Naidu,Male,66,Pondicherry,Bihar,2022-05-15,Table 496,Home,Table,4761,8990.12,2025-05
15973,2025-01-07,9985,56,5,5,3078.57,725.6,Warinder Tripathi,Female,21,Lucknow,Maharashtra,2023-10-05,Lamp 56,Home,Lamp,503,648.12,2025-01
15974,2025-08-18,4777,463,3,15,3258.54,1742.58,Orinder Sur,Female,47,Gangtok,Karnataka,2022-08-09,Lamp 463,Home,Lamp,697,1277.86,2025-08
15975,2024-11-25,6915,110,2,15,9651.73,2260.98,Chatresh Hans,Female,29,Ramgarh,Nagaland,2022-01-16,Chair 110,Home,Chair,4547,5677.49,2024-11
15976,2025-01-30,8006,396,5,20,5940.28,1820.35,Adweta Date,Female,69,Alappuzha,Uttarakhand,2023-07-06,Headphones 396,Electronics,Headphones,1121,1485.07,2025-01
15977,2025-03-21,3925,262,1,10,3118.54,1573.05,Irya Varkey,Female,54,Agartala,Mizoram,2023-03-28,Jeans 262,Clothing,Jeans,1892,3465.05,2025-03
15978,2025-10-16,7347,402,1,0,2471.9,1211.9,Raagini Nagi,Male,18,Sambhal,Jharkhand,2022-11-15,Jeans 402,Clothing,Jeans,1260,2471.9,2025-10
15979,2026-06-25,3994,431,1,5,623.48,259.29,Yachana Tella,Female,48,Ajmer,West Bengal,2025-03-03,Gloves 431,Sports,Gloves,397,656.29,2026-06
15980,2025-05-13,7434,221,1,10,642.99,266.43,Hritik Sundaram,Male,21,Tinsukia,Odisha,2022-09-30,Chair 221,Home,Chair,448,714.43,2025-05
15981,2026-07-04,9702,56,5,0,3240.6,725.6,Orinder Saha,Female,43,Bellary,Himachal Pradesh,2024-06-24,Lamp 56,Home,Lamp,503,648.12,2026-07
15982,2024-12-11,8080,305,5,15,29264.86,9564.25,Indira Dar,Male,27,Jaunpur,Kerala,2025-02-21,Tablet 305,Electronics,Tablet,4973,6885.85,2024-12
15983,2024-11-27,350,403,3,15,8915.54,3012.87,Kashvi Ravi,Female,61,Buxar,Haryana,2023-06-21,Laptop 403,Electronics,Laptop,2492,3496.29,2024-11
15984,2025-01-12,9496,459,4,5,17172.43,7388.24,Laban Mander,Male,58,Guntur,Bihar,2024-02-26,Shirt 459,Clothing,Shirt,2672,4519.06,2025-01
15985,2026-06-28,1634,11,5,0,18156.85,7031.85,Urishilla Lall,Male,58,Patna,Karnataka,2025-02-18,Laptop 11,Electronics,Laptop,2225,3631.37,2026-06
15986,2025-11-14,2840,250,1,5,6564.91,2332.43,Janya Wali,Male,70,Kamarhati,Haryana,2023-10-08,Laptop 250,Electronics,Laptop,4578,6910.43,2025-11
15987,2025-11-26,6917,86,2,10,10938.49,5851.88,Nikita Krish,Female,19,Raebareli,Mizoram,2022-01-26,Laptop 86,Electronics,Laptop,3151,6076.94,2025-11
15988,2025-08-02,6021,249,5,10,25038.22,11030.25,Aadi Golla,Female,51,Shivpuri,Jharkhand,2023-04-23,Laptop 249,Electronics,Laptop,3358,5564.05,2025-08
15989,2024-11-08,1178,289,1,5,5763.84,1797.2,Maya Yohannan,Female,62,Solapur,Nagaland,2021-10-24,Cricket Bat 289,Sports,Cricket Bat,4270,6067.2,2024-11
15990,2025-02-21,2436,66,2,0,8274.1,3180.1,Zinal Wason,Female,55,Kalyan-Dombivli,Uttarakhand,2024-09-01,Table 66,Home,Table,2547,4137.05,2025-02
15991,2026-01-07,1915,113,5,20,29273.24,13756.55,Vrinda Parmar,Female,23,Vijayanagaram,Gujarat,2023-05-04,Jacket 113,Clothing,Jacket,4567,7318.31,2026-01
15992,2025-09-10,6989,316,1,20,6081.33,3729.66,Amara Tella,Male,66,Loni,Goa,2024-12-16,Gloves 316,Sports,Gloves,3872,7601.66,2025-09
15993,2026-04-15,6633,222,1,15,1515.98,850.51,Patrick Dalal,Female,63,Miryalaguda,Tripura,2021-10-30,Chair 222,Home,Chair,933,1783.51,2026-04
15994,2025-02-08,238,316,3,0,22804.98,11188.98,Tanvi Bansal,Male,41,Panihati,Arunachal Pradesh,2023-03-31,Gloves 316,Sports,Gloves,3872,7601.66,2025-02
15995,2025-01-05,9531,165,4,5,18039.44,6844.88,Aarnav Nigam,Female,46,Nangloi Jat,Uttar Pradesh,2023-04-20,Shoes 165,Clothing,Shoes,3036,4747.22,2025-01
15996,2025-10-07,4142,46,4,20,3111.71,1421.64,Guneet Dhaliwal,Male,39,Srikakulam,West Bengal,2023-10-27,Gloves 46,Sports,Gloves,617,972.41,2025-10
15997,2025-06-17,5581,380,5,10,24543.81,10470.9,Unni Nori,Female,59,Ramgarh,Himachal Pradesh,2024-01-16,Phone 380,Electronics,Phone,3360,5454.18,2025-06
15998,2026-02-01,5740,358,2,15,4256.65,1105.82,Sai Arya,Male,60,Durg,Chhattisgarh,2026-02-26,Shoes 358,Clothing,Shoes,1951,2503.91,2026-02
15999,2026-02-12,9283,495,5,0,3012.6,1177.6,Warinder Halder,Male,70,Coimbatore,Tamil Nadu,2025-01-09,Football 495,Sports,Football,367,602.52,2026-02
16000,2026-01-15,636,498,3,5,20095.95,10086.63,Anusha Lall,Female,33,Gandhinagar,Rajasthan,2024-10-08,Headphones 498,Electronics,Headphones,3689,7051.21,2026-01
16001,2026-01-29,5065,5,3,5,20571.16,8144.85,Bhavya Kothari,Female,59,Kavali,Meghalaya,2021-11-16,Football 5,Sports,Football,4503,7217.95,2026-01
16002,2024-08-27,4816,255,3,20,773.28,162.6,Dalbir Kalita,Female,28,Pali,Sikkim,2023-09-22,Table 255,Home,Table,268,322.2,2024-08
16003,2025-10-26,2994,460,2,0,11457.94,5545.94,Lohit Sarin,Male,26,Mangalore,Assam,2023-03-12,Fan 460,Home,Fan,2956,5728.97,2025-10
16004,2026-06-21,8843,34,1,15,4523.08,1293.27,Mekhala Pandit,Female,53,Bokaro,Maharashtra,2025-08-27,Fan 34,Home,Fan,4028,5321.27,2026-06
16005,2025-10-20,9554,462,2,10,8060.54,3970.16,Urmi Dhar,Female,66,Anand,West Bengal,2026-03-12,Lamp 462,Home,Lamp,2493,4478.08,2025-10
16006,2025-05-11,5802,208,3,0,14175.75,5031.75,Chaman Sahota,Male,49,Vasai-Virar,Manipur,2023-10-11,Table 208,Home,Table,3048,4725.25,2025-05
16007,2026-01-13,3677,302,1,15,1593.85,705.12,Gaurika Goel,Male,46,Sambhal,Kerala,2024-05-18,Shirt 302,Clothing,Shirt,1170,1875.12,2026-01
16008,2024-08-31,2761,199,4,10,12434.44,3816.04,Tristan Goswami,Male,30,Bhind,Jharkhand,2023-05-13,Lamp 199,Home,Lamp,2500,3454.01,2024-08
16009,2026-03-29,5282,433,2,5,4790.91,1053.06,Xiti Srinivasan,Female,18,Solapur,Chhattisgarh,2023-05-13,Gloves 433,Sports,Gloves,1995,2521.53,2026-03
16010,2025-07-11,6151,68,3,20,10285.92,5825.4,Vrishti Pillai,Female,25,Noida,Rajasthan,2022-04-11,Gloves 68,Sports,Gloves,2344,4285.8,2025-07
16011,2025-10-15,9721,290,1,15,1503.45,882.76,Jason Narula,Female,29,Saharanpur,Madhya Pradesh,2023-04-25,Chair 290,Home,Chair,886,1768.76,2025-10
16012,2024-12-14,9015,432,1,5,894.62,234.71,Tanvi Sem,Male,57,Giridih,Himachal Pradesh,2022-02-13,Cricket Bat 432,Sports,Cricket Bat,707,941.71,2024-12
16013,2025-10-13,7879,51,3,5,23205.1,11421.42,Avi Vaidya,Male,39,Raebareli,Sikkim,2026-05-21,Fan 51,Home,Fan,4335,8142.14,2025-10
16014,2026-05-23,2279,232,2,15,5233.28,2958.8,Ishanvi Chahal,Male,42,Dehradun,Jharkhand,2024-05-10,Table 232,Home,Table,1599,3078.4,2026-05
16015,2024-09-19,2643,375,2,15,1010.72,575.08,Krishna Pandya,Female,68,Jaunpur,Odisha,2024-12-08,Laptop 375,Electronics,Laptop,307,594.54,2024-09
